Sample_Name,MAG_Identifier,Contig,Start,Stop,ORF_ID,Best_Hit_ARO,Resistance Mechanism,AMR_Gene_Family,Antibiotic,Drug Class,Model_Type,Percent of Sequence,Identity_perc
bc2130,semibin2,contig_2826_118,135140,138328,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,50.85
bc2130,semibin2,contig_23_40,39081,40295,,floR,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,chloramphenicol; florfenicol,phenicol antibiotic,Strict,100.00,96.04
bc2130,semibin2,contig_406_131,154301,157489,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,51.04
bc2130,semibin2,contig_2748_598,632491,635754,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,102.64,70.94
bc2130,semibin2,contig_661_987,1089922,1093086,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.53,43.31
bc2130,semibin2,contig_110_66,62560,65736,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.91,41.1
bc2130,semibin2,contig_110_442,466105,468555,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,114.61,33.5
bc2130,semibin2,contig_235_280,322903,326025,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,98.21,41.5
bc2130,semibin2,contig_235_660,751801,752505,,vanW gene in vanG cluster,antibiotic target alteration,vanW; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,83.27,33.76
bc2130,semibin2,contig_2691_40,51067,53547,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,116.01,35.68
bc2130,semibin2,contig_2774_132,145606,146355,,BlaB-25,antibiotic inactivation,BlaB beta-lactamase,4386,carbapenem; penicillin beta-lactam,Strict,100.00,99.6
bc2130,semibin2,contig_30_93,95819,96691,,GOB-29,antibiotic inactivation,GOB beta-lactamase,4642,carbapenem; cephalosporin; penicillin beta-lactam,Perfect,100.00,100.0
bc2130,semibin2,contig_939_111,114344,114676,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,45.37
bc2130,semibin2,contig_939_118,120150,121043,,CME-2,antibiotic inactivation,CME beta-lactamase,4463,penicillin beta-lactam,Strict,100.00,94.61
bc2131,complete.16,contig_402_287,306775,307233,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,97.44,68.31
bc2131,complete.16,contig_402_950,1004511,1005833,,Acinetobacter baumannii AbaQ,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,levofloxacin; nalidixic acid,fluoroquinolone antibiotic,Strict,101.38,72.96
bc2131,complete.16,contig_402_1231,1324227,1327325,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,97.45,43.49
bc2131,complete.16,contig_402_1280,1376638,1378287,,ArnT,antibiotic target alteration,pmr phosphoethanolamine transferase,colistin A; colistin B,peptide antibiotic,Strict,99.64,42.02
bc2131,complete.16,contig_402_1290,1390035,1391744,,ArnT,antibiotic target alteration,pmr phosphoethanolamine transferase,colistin A; colistin B,peptide antibiotic,Strict,103.27,40.55
bc2131,complete.16,contig_402_1473,1598622,1601813,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,66.86
bc2131,complete.16,contig_402_2132,2344374,2345246,,vanW gene in vanG cluster,antibiotic target alteration,vanW; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,103.20,33.71
bc2131,complete.16,contig_402_2879,3188946,3189362,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,97.87,60.43
bc2131,complete.16,contig_402_5905,6579372,6579560,,rsmA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,trimethoprim; chloramphenicol,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,Strict,101.64,80.65
bc2131,metabat2.28,contig_400_542,649620,650324,,smeR,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,1550,aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam,Strict,102.18,94.74
bc2131,metabat2.28,contig_400_544,651841,653037,,smeA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,1507,aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam,Strict,100.00,95.23
bc2131,metabat2.28,contig_400_1003,1182692,1183876,,smeD,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline; chloramphenicol,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,Strict,100.00,98.73
bc2131,metabat2.28,contig_400_1004,1183889,1187011,,smeE,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline; chloramphenicol,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,Strict,100.00,98.65
bc2131,metabat2.28,contig_400_1005,1187083,1188468,,smeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline; chloramphenicol,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,Strict,98.93,97.18
bc2131,metabat2.28,contig_400_1757,2048742,2049074,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,48.78
bc2131,metabat2.28,contig_400_2802,3250001,3251005,,APH(9)-Ic,antibiotic inactivation,APH(9),spectinomycin,aminoglycoside antibiotic,Strict,96.53,91.32
bc2131,metabat2.28,contig_400_2940,3400557,3403727,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.72,60.15
bc2131,metabat2.28,contig_401_867,932404,933213,,vanY gene in vanM cluster,antibiotic target alteration,vanY; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,115.45,32.85
bc2131,metabat2.30,contig_223_496,554634,557822,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,51.15
bc2131,metabat2.30,contig_872_116,119745,120074,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,101.87,44.34
bc2131,metabat2.30,contig_872_324,334252,335232,,SGM-7,antibiotic inactivation,SGM beta-lactamase,5650,carbapenem,Strict,100.00,98.47
bc2131,semibin2,contig_154_569,634840,635169,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,101.87,42.31
bc2131,semibin2,contig_154_1304,1437465,1440644,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,45.18
bc2131,semibin2,contig_154_2737,3037211,3040363,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.15,42.19
bc2131,semibin2,contig_39_84,90386,93577,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,76.34
bc2131,semibin2,contig_42_28,29682,32861,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,45.27
bc2131,semibin2,contig_43_111,117908,118480,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,121.79,65.99
bc2131,semibin2,contig_304_285,295431,295868,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,135.51,51.39
bc2131,semibin2,contig_34_161,184392,184802,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,96.45,55.88
bc2131,semibin2,contig_536_408,460996,464190,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.47,58.26
bc2131,semibin2,contig_619_102,124297,127527,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,101.61,71.08
bc2131,semibin2,contig_709_132,134875,135294,,FosI,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,103.73,71.76
bc2131,semibin2,contig_84_64,73135,76290,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.24,43.57
bc2131,semibin2,contig_84_162,163141,163476,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,103.74,42.31
bc2131,semibin2,contig_748_76,70976,74158,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.09,51.18
bc2131,semibin2,contig_748_137,146784,147116,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,44.55
bc2131,semibin2,contig_890_359,389054,390067,,vanH gene in vanB cluster,antibiotic target alteration,vanH; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,104.33,38.75
bc2132,complete.17,contig_455_240,252068,252256,,rsmA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,trimethoprim; chloramphenicol,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,Strict,101.64,80.65
bc2132,complete.17,contig_455_3265,3642266,3642682,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,97.87,60.43
bc2132,complete.17,contig_455_4011,4486382,4487254,,vanW gene in vanG cluster,antibiotic target alteration,vanW; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,103.20,33.71
bc2132,complete.17,contig_455_4670,5229815,5233006,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,66.86
bc2132,complete.17,contig_455_4852,5439884,5441593,,ArnT,antibiotic target alteration,pmr phosphoethanolamine transferase,colistin A; colistin B,peptide antibiotic,Strict,103.27,40.55
bc2132,complete.17,contig_455_4862,5453341,5454990,,ArnT,antibiotic target alteration,pmr phosphoethanolamine transferase,colistin A; colistin B,peptide antibiotic,Strict,99.64,42.02
bc2132,complete.17,contig_455_4911,5504303,5507401,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,97.45,43.49
bc2132,complete.17,contig_455_5191,5825794,5827116,,Acinetobacter baumannii AbaQ,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,levofloxacin; nalidixic acid,fluoroquinolone antibiotic,Strict,101.38,72.96
bc2132,complete.17,contig_455_5854,6524394,6524852,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,97.44,68.31
bc2132,complete.20,contig_668_1214,1233554,1236730,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.91,42.13
bc2132,complete.7,contig_177_669,708528,711791,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,102.64,70.94
bc2132,complete.7,contig_177_2507,2640198,2643362,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.53,42.94
bc2132,complete.7,contig_177_2559,2700883,2701440,,AAC(6')-Ib',antibiotic inactivation,AAC(6'),amikacin; tobramycin,aminoglycoside antibiotic,Strict,100.54,74.58
bc2132,metabat2.15,contig_3315_69,69468,70466,,vanH gene in vanD cluster,antibiotic target alteration,vanH; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,102.79,35.31
bc2132,metabat2.15,contig_3315_311,328911,331355,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,114.33,35.5
bc2132,metabat2.15,contig_3315_1559,1712009,1712872,,ESP-1,antibiotic inactivation,ESP beta-lactamase,2232,carbapenem,Strict,98.97,86.76
bc2132,metabat2.25,contig_1_202,212516,215695,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,45.27
bc2132,metabat2.25,contig_1_1980,2177551,2180703,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.15,41.82
bc2132,metabat2.25,contig_3_571,656628,657200,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,121.79,65.99
bc2132,metabat2.25,contig_3_1200,1355661,1358852,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,76.34
bc2132,metabat2.42,contig_722_325,372155,375361,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.85,42.12
bc2132,metabat2.42,contig_722_905,966648,966977,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,101.87,38.55
bc2132,metabat2.42,contig_722_1265,1358841,1359629,,vanY gene in vanB cluster,antibiotic target alteration,vanY; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,97.76,26.57
bc2132,metabat2.47,contig_42_630,692622,693602,,SGM-7,antibiotic inactivation,SGM beta-lactamase,5650,carbapenem,Strict,100.00,98.47
bc2132,metabat2.47,contig_42_840,910632,910961,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,101.87,44.34
bc2132,metabat2.47,contig_51_299,340766,343954,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,51.15
bc2132,metabat2.50,contig_176_2351,2543579,2543998,,FosI,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,103.73,71.76
bc2132,metabat2.50,contig_176_2765,3006878,3007213,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,103.74,42.31
bc2132,metabat2.50,contig_176_2863,3094064,3097219,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.24,43.57
bc2132,semibin2,contig_1472_22,21393,21803,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,96.45,55.88
bc2132,semibin2,contig_1472_1447,1553271,1553708,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,135.51,51.39
bc2132,semibin2,contig_1472_2644,2891178,2894408,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,101.61,71.08
bc2132,semibin2,contig_303_723,802561,805755,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.47,58.26
bc2133,complete.1,contig_143_1266,1432850,1436038,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,51.19
bc2133,complete.1,contig_143_3811,4036121,4037101,,SGM-7,antibiotic inactivation,SGM beta-lactamase,5650,carbapenem,Strict,100.00,98.47
bc2133,complete.7,contig_1784_750,751389,754571,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.09,51.27
bc2133,complete.7,contig_1784_811,827200,827532,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,44.9
bc2133,complete.7,contig_1784_961,983605,984621,,vanH gene in vanB cluster,antibiotic target alteration,vanH; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,104.64,38.12
bc2133,complete.9,contig_2_8,5060,5248,,rsmA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,trimethoprim; chloramphenicol,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,Strict,101.64,80.65
bc2133,complete.9,contig_2_3037,3398654,3399070,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,97.87,60.43
bc2133,complete.9,contig_2_3783,4242770,4243642,,vanW gene in vanG cluster,antibiotic target alteration,vanW; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,103.20,33.71
bc2133,complete.9,contig_2_4442,4986203,4989394,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,66.86
bc2133,complete.9,contig_2_4625,5196261,5197970,,ArnT,antibiotic target alteration,pmr phosphoethanolamine transferase,colistin A; colistin B,peptide antibiotic,Strict,103.27,40.55
bc2133,complete.9,contig_2_4635,5209718,5211367,,ArnT,antibiotic target alteration,pmr phosphoethanolamine transferase,colistin A; colistin B,peptide antibiotic,Strict,99.64,42.02
bc2133,complete.9,contig_2_4684,5260680,5263778,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,97.45,43.49
bc2133,complete.9,contig_2_4964,5582172,5583494,,Acinetobacter baumannii AbaQ,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,levofloxacin; nalidixic acid,fluoroquinolone antibiotic,Strict,101.38,72.96
bc2133,complete.9,contig_2_5626,6280772,6281230,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,97.44,68.31
bc2133,metabat2.10,contig_189_125,132377,135556,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,45.27
bc2133,metabat2.10,contig_3_1396,1502956,1506108,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.15,42.19
bc2133,metabat2.10,contig_87_753,870175,873366,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,76.44
bc2133,metabat2.10,contig_87_1391,1575294,1575875,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,123.72,65.31
bc2133,metabat2.15,contig_1061_1,122,451,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,101.87,40.57
bc2133,metabat2.15,contig_425_33,38065,41235,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.72,51.63
bc2133,metabat2.1,contig_63_1095,1154459,1157635,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.91,42.13
bc2133,metabat2.2,contig_537_341,399782,403018,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,101.79,71.01
bc2133,metabat2.2,contig_537_1942,2140697,2143909,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,101.04,44.52
bc2133,metabat2.2,contig_537_2665,2920100,2923279,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,51.46
bc2133,metabat2.2,contig_537_3843,4240422,4240751,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,101.87,43.37
bc2133,semibin2,contig_1304_15,20095,20652,,AAC(6')-Ib',antibiotic inactivation,AAC(6'),amikacin; tobramycin,aminoglycoside antibiotic,Strict,100.54,74.58
bc2133,semibin2,contig_1459_676,711473,714736,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,102.64,70.94
bc2133,semibin2,contig_1573_424,448616,451780,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.53,42.94
bc2133,semibin2,contig_891_51,43623,44438,,vanY gene in vanM cluster,antibiotic target alteration,vanY; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,116.31,35.04
bc2134,complete.15,contig_1607_95,108982,110163,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,55.20,34.01
bc2134,complete.15,contig_1607_2376,2726133,2726840,,vanW gene in vanI cluster,antibiotic target alteration,vanW; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,63.00,46.15
bc2134,complete.15,contig_1607_3970,4440070,4443270,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.66,44.22
bc2134,complete.25,contig_293_382,414393,415409,,vanH gene in vanB cluster,antibiotic target alteration,vanH; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,104.64,38.12
bc2134,complete.25,contig_293_532,571482,571814,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,44.9
bc2134,complete.25,contig_293_593,644443,647625,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.09,51.27
bc2134,complete.30,contig_73_1627,1703968,1707150,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.09,71.46
bc2134,complete.30,contig_73_1966,2050640,2051464,,AAC(3)-IIIc,antibiotic inactivation,AAC(3),gentamicin A; gentamicin,aminoglycoside antibiotic,Strict,98.21,96.24
bc2134,complete.30,contig_73_1969,2053899,2057084,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.19,52.6
bc2134,complete.30,contig_73_4814,5026135,5029269,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,98.58,41.82
